
********************************************************************************

    Energy Levels and statistical weights for O2        

    Data is from the Opacity Project
    Maximum energy included = Ionization energy =>   285641.
    Data is from NIST
    Maximum energy included = Ionization energy =>   283271.
    Packed according to J states by pack.f
    Data from the Opacity Project rewritten with NIST energies
    66 energies from NIST included
    153 energies from the Opacity Project scaled by  0.9927: 
    Oscillator strengths scaled to conserve (g*f)/(h*nu)
    Split using NIST energy levels and REWRITE_OSC_V2
    Kurucz data used when available.

 Config           Statistical   Energy   Ionization  Frequency  Wavelength
                    Weight      (cm^-1)  Energy(eV)  (Hz 10^15) (Angstroms)
********************************************************************************

29-Sep-2000                                      !Date
296                                              !Number of energy levels
283270.9000                                      !Ionization energy
2.0                                              !Screened nuclear charge
6861                                             !Number of transitions

2s2_2p2(3Pe)5p_4Do[3/2]-2s2_2p2(3Pe)9d_4Fe         9.6066E-05  2.5595E+03    5978.769     121- 258     4631
2s2_2p2(3Pe)5p_4Do[5/2]-2s2_2p2(3Pe)9d_4Fe         9.6066E-05  3.8001E+03    6009.465     122- 258     4663
2s2_2p2(3Pe)5p_4Do[7/2]-2s2_2p2(3Pe)9d_4Fe         9.6066E-05  4.9839E+03    6059.204     123- 258     4693
2s2_2p2(3Pe)5f_4Do     -2s2_2p2(3Pe)9d_4Fe         2.1508E-06  1.5216E+02    8204.226     138- 258     5057
2s2_2p2(3Pe)5f_4Go     -2s2_2p2(3Pe)9d_4Fe         1.8413E-03  2.3324E+05    8225.988     140- 258     5109
2s2_2p2(3Pe)5f_4Fo     -2s2_2p2(3Pe)9d_4Fe         2.4034E-04  2.3280E+04    8296.131     146- 258     5231
2s2_2p2(3Pe)6p_4Do     -2s2_2p2(3Pe)9d_4Fe         1.3801E-04  5.7629E+03   10678.835     164- 258     5566
2s2_2p2(3Pe)6f_4Do     -2s2_2p2(3Pe)9d_4Fe         1.0930E-05  2.3681E+02   14824.988     174- 258     5760
2s2_2p2(3Pe)6f_4Go     -2s2_2p2(3Pe)9d_4Fe         6.6880E-03  2.5943E+05   14864.959     176- 258     5803
2s2_2p2(3Pe)6h_4Go     -2s2_2p2(3Pe)9d_4Fe         2.1407E-05  8.2120E+02   14947.804     182- 258     5906
2s2_2p2(3Pe)6f_4Fo     -2s2_2p2(3Pe)9d_4Fe         8.6348E-04  2.5608E+04   14992.971     185- 258     5943
2s2_2p2(3Pe)7p_4Do     -2s2_2p2(3Pe)9d_4Fe         3.1078E-03  3.8080E+04   19713.650     190- 258     6022
2s2_2p2(3Pe)7f_4Do     -2s2_2p2(3Pe)9d_4Fe         7.9584E-05  4.5536E+02   28848.412     200- 258     6176
2s2_2p2(3Pe)7f_4Go     -2s2_2p2(3Pe)9d_4Fe         2.6891E-02  2.7519E+05   28940.952     202- 258     6211
2s2_2p2(3Pe)7h_4Go     -2s2_2p2(3Pe)9d_4Fe         2.0875E-04  2.1064E+03   29144.945     207- 258     6280
2s2_2p2(3Pe)7f_4Fo     -2s2_2p2(3Pe)9d_4Fe         3.4323E-03  2.6764E+04   29239.401     211- 258     6318
2s2_2p2(3Pe)8p_4Do     -2s2_2p2(3Pe)9d_4Fe         3.6115E-02  9.8665E+04   41749.487     220- 258     6428
2s2_2p2(3Pe)8f_4Do     -2s2_2p2(3Pe)9d_4Fe         6.3970E-04  5.4631E+02   74671.612     237- 258     6599
2s2_2p2(3Pe)8f_4Go     -2s2_2p2(3Pe)9d_4Fe         1.9868E-01  3.0267E+05   75010.237     239- 258     6622
2s2_2p2(3Pe)8h_4Go     -2s2_2p2(3Pe)9d_4Fe         2.3954E-03  3.5559E+03   75986.647     243- 258     6655
2s2_2p2(3Pe)8f_4Fo     -2s2_2p2(3Pe)9d_4Fe         2.5652E-02  2.9301E+04   76396.133     247- 258     6675
2s2_2p2(3Pe)9p_4Do     -2s2_2p2(3Pe)9d_4Fe         2.3120E+00  4.1461E+05   1.630E+05     253- 258     6716
2s2_2p2(3Pe)3p_4Do[1/2]-2s2_2p2(3Pe)9d_4De         1.3751E-04  4.6225E+04    1408.642      18- 259      924
2s2_2p2(3Pe)3p_4Do[3/2]-2s2_2p2(3Pe)9d_4De         1.3751E-04  9.2305E+04    1409.744      19- 259      984
2s2_2p2(3Pe)3p_4Do[5/2]-2s2_2p2(3Pe)9d_4De         1.3751E-04  1.3810E+05    1411.567      20- 259     1042
2s2_2p2(3Pe)3p_4Do[7/2]-2s2_2p2(3Pe)9d_4De         1.3751E-04  1.8349E+05    1414.054      23- 259     1187
2s2_2p2(3Pe)3p_4Po[1/2]-2s2_2p2(3Pe)9d_4De         9.2148E-04  2.9582E+05    1441.441      24- 259     1226
2s2_2p2(3Pe)3p_4Po[3/2]-2s2_2p2(3Pe)9d_4De         9.2148E-04  5.9086E+05    1442.400      25- 259     1271
2s2_2p2(3Pe)3p_4Po[5/2]-2s2_2p2(3Pe)9d_4De         9.2148E-04  8.8394E+05    1444.316      26- 259     1311
2s2_2p2(3Pe)4p_4Do[1/2]-2s2_2p2(3Pe)9d_4De         2.8731E-05  1.9566E+03    3128.712      65- 259     2872
2s2_2p2(3Pe)4p_4Do[3/2]-2s2_2p2(3Pe)9d_4De         2.8731E-05  3.9014E+03    3133.452      66- 259     2923
2s2_2p2(3Pe)4p_4Do[5/2]-2s2_2p2(3Pe)9d_4De         2.8731E-05  5.8205E+03    3141.973      67- 259     2974
2s2_2p2(3Pe)4p_4Do[7/2]-2s2_2p2(3Pe)9d_4De         2.8731E-05  7.6992E+03    3154.472      68- 259     3017
2s2_2p2(3Pe)4p_4Po[1/2]-2s2_2p2(3Pe)9d_4De         3.2878E-04  2.1624E+04    3183.686      70- 259     3065
2s2_2p2(3Pe)4p_4Po[5/2]-2s2_2p2(3Pe)9d_4De         3.2878E-04  6.4313E+04    3197.488      71- 259     3092
2s2_2p2(3Pe)4p_4Po[3/2]-2s2_2p2(3Pe)9d_4De         3.2878E-04  4.2799E+04    3200.322      72- 259     3122
2s2_2p2(3Pe)4f_4Do     -2s2_2p2(3Pe)9d_4De         3.9540E-05  1.3055E+04    4493.446     103- 259     4134
2s2_2p2(3Pe)4f_4Fo     -2s2_2p2(3Pe)9d_4De         3.0726E-04  1.3875E+05    4546.144     108- 259     4245
2s2_2p2(3Pe)5p_4Do[1/2]-2s2_2p2(3Pe)9d_4De         5.0016E-06  9.4264E+01    5947.482     120- 259     4599
2s2_2p2(3Pe)5p_4Do[3/2]-2s2_2p2(3Pe)9d_4De         5.0016E-06  1.8748E+02    5964.037     121- 259     4632
2s2_2p2(3Pe)5p_4Do[5/2]-2s2_2p2(3Pe)9d_4De         5.0016E-06  2.7836E+02    5994.582     122- 259     4664
2s2_2p2(3Pe)5p_4Do[7/2]-2s2_2p2(3Pe)9d_4De         5.0016E-06  3.6510E+02    6044.074     123- 259     4694
2s2_2p2(3Pe)5p_4Po[1/2]-2s2_2p2(3Pe)9d_4De         1.3690E-05  2.4881E+02    6056.479     124- 259     4715
2s2_2p2(3Pe)5p_4Po[3/2]-2s2_2p2(3Pe)9d_4De         1.3690E-05  4.9480E+02    6073.707     125- 259     4736
2s2_2p2(3Pe)5p_4Po[5/2]-2s2_2p2(3Pe)9d_4De         1.3690E-05  7.3368E+02    6108.865     126- 259     4756
2s2_2p2(3Pe)5f_4Do     -2s2_2p2(3Pe)9d_4De         1.9896E-04  1.9840E+04    8176.511     138- 259     5058
2s2_2p2(3Pe)5f_4Fo     -2s2_2p2(3Pe)9d_4De         1.4427E-03  1.9698E+05    8267.793     146- 259     5232
2s2_2p2(3Pe)6p_4Do     -2s2_2p2(3Pe)9d_4De         1.9040E-04  1.1229E+04   10631.928     164- 259     5567
2s2_2p2(3Pe)6p_4Po     -2s2_2p2(3Pe)9d_4De         3.5175E-04  1.2134E+04   10768.057     165- 259     5585
2s2_2p2(3Pe)6f_4Do     -2s2_2p2(3Pe)9d_4De         7.4547E-04  2.2890E+04   14734.740     174- 259     5761
2s2_2p2(3Pe)6f_4Fo     -2s2_2p2(3Pe)9d_4De         5.2529E-03  2.2081E+05   14900.672     185- 259     5944
2s2_2p2(3Pe)7p_4Do     -2s2_2p2(3Pe)9d_4De         1.3197E-03  2.3009E+04   19554.388     190- 259     6023
2s2_2p2(3Pe)7p_4Po     -2s2_2p2(3Pe)9d_4De         4.0800E-03  4.1494E+04   19831.837     191- 259     6038
2s2_2p2(3Pe)7f_4Do     -2s2_2p2(3Pe)9d_4De         3.1582E-03  2.5905E+04   28508.631     200- 259     6177
2s2_2p2(3Pe)7f_4Fo     -2s2_2p2(3Pe)9d_4De         2.1588E-02  2.4140E+05   28890.404     211- 259     6319
2s2_2p2(3Pe)8p_4Do     -2s2_2p2(3Pe)9d_4De         1.0427E-02  4.1268E+04   41041.582     220- 259     6429
2s2_2p2(3Pe)8p_4Po     -2s2_2p2(3Pe)9d_4De         3.8533E-02  8.8056E+04   41837.492     221- 259     6440
2s2_2p2(3Pe)8f_4Do     -2s2_2p2(3Pe)9d_4De         2.2465E-02  2.8542E+04   72436.931     237- 259     6600
2s2_2p2(3Pe)8f_4Fo     -2s2_2p2(3Pe)9d_4De         1.5543E-01  2.6449E+05   74058.657     247- 259     6676
2s2_2p2(3Pe)9p_4Do     -2s2_2p2(3Pe)9d_4De         4.2462E-01  1.2144E+05   1.527E+05     253- 259     6717
2s2_2p2(3Pe)9p_4Po     -2s2_2p2(3Pe)9d_4De         2.0820E+00  3.2401E+05   1.603E+05     254- 259     6725
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9d_2Pe         3.9102E-04  1.6422E+07     398.526       2- 260      150
2s2_2p3_2Do[3/2]       -2s2_2p2(3Pe)9d_2Pe         3.9102E-04  1.0946E+07     398.558       3- 260      243
2s2_2p3_2Po[3/2]       -2s2_2p2(3Pe)9d_2Pe         2.9457E-03  7.3742E+07     421.466       4- 260      316
2s2_2p3_2Po[1/2]       -2s2_2p2(3Pe)9d_2Pe         2.9457E-03  3.6870E+07     421.469       5- 260      367
2s2_2p2(3Pe)3p_2So[1/2]-2s2_2p2(3Pe)9d_2Pe         5.9667E-04  7.2241E+05    1355.143      17- 260      882
2s2_2p2(3Pe)3p_2Do[3/2]-2s2_2p2(3Pe)9d_2Pe         3.2707E-05  6.3765E+04    1510.274      27- 260     1371
2s2_2p2(3Pe)3p_2Do[5/2]-2s2_2p2(3Pe)9d_2Pe         3.2707E-05  9.5097E+04    1514.635      28- 260     1431
2s2_2p2(3Pe)3p_2Po[1/2]-2s2_2p2(3Pe)9d_2Pe         7.7856E-04  6.9944E+05    1573.185      32- 260     1603
2s2_2p2(3Pe)3p_2Po[3/2]-2s2_2p2(3Pe)9d_2Pe         7.7856E-04  1.3963E+06    1574.665      33- 260     1652
2s2_2p2(1De)3p_2Do[5/2]-2s2_2p2(3Pe)9d_2Pe         2.7377E-05  4.1703E+04    2091.903      36- 260     1785
2s2_2p2(1De)3p_2Do[3/2]-2s2_2p2(3Pe)9d_2Pe         2.7377E-05  2.7777E+04    2092.839      37- 260     1842
2s2_2p2(1De)3p_2Po[1/2]-2s2_2p2(3Pe)9d_2Pe         1.6119E-04  7.3399E+04    2209.021      44- 260     2087
2s2_2p2(1De)3p_2Po[3/2]-2s2_2p2(3Pe)9d_2Pe         1.6119E-04  1.4649E+05    2211.301      45- 260     2142
2s2_2p2(3Pe)4p_2So[1/2]-2s2_2p2(3Pe)9d_2Pe         2.4397E-06  5.7996E+02    3057.406      63- 260     2831
2s2_2p2(3Pe)4p_2Do[3/2]-2s2_2p2(3Pe)9d_2Pe         4.8221E-05  1.8947E+04    3363.203      73- 260     3171
2s2_2p2(3Pe)4p_2Do[5/2]-2s2_2p2(3Pe)9d_2Pe         4.8221E-05  2.8084E+04    3383.283      74- 260     3222
2s2_2p2(3Pe)4p_2Po[1/2]-2s2_2p2(3Pe)9d_2Pe         7.1463E-04  1.3649E+05    3410.962      75- 260     3262
2s2_2p2(3Pe)4p_2Po[3/2]-2s2_2p2(3Pe)9d_2Pe         7.1463E-04  2.7133E+05    3421.339      76- 260     3306
2s2_2p2(1Se)3p_2Po[1/2]-2s2_2p2(3Pe)9d_2Pe         5.0271E-04  6.8457E+04    4039.587      81- 260     3453
2s2_2p2(1Se)3p_2Po[3/2]-2s2_2p2(3Pe)9d_2Pe         5.0271E-04  1.3685E+05    4040.592      82- 260     3489
2s2_2p2(3Pe)4f_2Do     -2s2_2p2(3Pe)9d_2Pe         2.1961E-04  1.2099E+05    4490.803     104- 260     4173
2s2_2p2(3Pe)5p_2So[1/2]-2s2_2p2(3Pe)9d_2Pe         4.4019E-04  2.8448E+04    5863.830     119- 260     4574
2s2_2p2(3Pe)5p_2Do[3/2]-2s2_2p2(3Pe)9d_2Pe         2.0916E-05  2.3919E+03    6234.052     128- 260     4801
2s2_2p2(3Pe)5p_2Do[5/2]-2s2_2p2(3Pe)9d_2Pe         2.0916E-05  3.5117E+03    6301.319     129- 260     4834
2s2_2p2(3Pe)5p_2Po[1/2]-2s2_2p2(3Pe)9d_2Pe         9.0277E-04  4.7903E+04    6471.363     130- 260     4859
2s2_2p2(3Pe)5p_2Po[3/2]-2s2_2p2(3Pe)9d_2Pe         9.0277E-04  9.4802E+04    6505.570     131- 260     4882
2s2_2p2(3Pe)5f_2Do     -2s2_2p2(3Pe)9d_2Pe         1.0880E-03  1.8124E+05    8167.090     139- 260     5089
2s2_2p2(1De)4p_2Do[3/2]-2s2_2p2(3Pe)9d_2Pe         2.9163E-04  1.6010E+04    8997.680     151- 260     5356
2s2_2p2(1De)4p_2Do[5/2]-2s2_2p2(3Pe)9d_2Pe         2.9163E-04  2.3944E+04    9010.867     152- 260     5385
2s2_2p2(1De)4p_2Po[1/2]-2s2_2p2(3Pe)9d_2Pe         1.7604E-05  4.1323E+02    9729.724     158- 260     5515
2s2_2p2(1De)4p_2Po[3/2]-2s2_2p2(3Pe)9d_2Pe         1.7604E-05  8.2156E+02    9758.701     159- 260     5534
2s2_2p2(3Pe)6p_2So     -2s2_2p2(3Pe)9d_2Pe         2.9718E-03  6.1145E+04   10392.544     163- 260     5547
2s2_2p2(3Pe)6p_2Do     -2s2_2p2(3Pe)9d_2Pe         2.4883E-04  2.0599E+04   11585.153     167- 260     5619
2s2_2p2(3Pe)6p_2Po     -2s2_2p2(3Pe)9d_2Pe         1.0091E-03  4.6414E+04   12039.116     168- 260     5641
2s2_2p2(3Pe)6f_2Do     -2s2_2p2(3Pe)9d_2Pe         4.0699E-03  2.0915E+05   14704.173     175- 260     5786
2s2_2p2(3Pe)7p_2So     -2s2_2p2(3Pe)9d_2Pe         1.3801E-02  8.4367E+04   19065.993     189- 260     6008
2s2_2p2(3Pe)7p_2Do     -2s2_2p2(3Pe)9d_2Pe         1.8435E-04  4.6651E+03   20954.076     192- 260     6057
2s2_2p2(3Pe)7p_2Po     -2s2_2p2(3Pe)9d_2Pe         4.7179E-04  6.6992E+03   21667.795     194- 260     6084
2s2_2p2(3Pe)7f_2Do     -2s2_2p2(3Pe)9d_2Pe         1.6320E-02  2.2491E+05   28394.430     201- 260     6197
2s2_2p2(3Pe)8p_2So     -2s2_2p2(3Pe)9d_2Pe         8.4621E-02  1.1991E+05   39600.378     219- 260     6420
2s2_2p2(3Pe)8p_2Do     -2s2_2p2(3Pe)9d_2Pe         2.0652E-04  1.1535E+03   44601.597     222- 260     6452
2s2_2p2(3Pe)8p_2Po     -2s2_2p2(3Pe)9d_2Pe         5.8429E-04  1.7894E+03   46656.583     224- 260     6472
2s2_2p2(1De)4f_2Do     -2s2_2p2(3Pe)9d_2Pe         1.5010E-04  5.9155E+02   53097.119     228- 260     6515
2s2_2p2(1De)4f_2Po     -2s2_2p2(3Pe)9d_2Pe         3.8113E-04  7.2298E+02   59282.277     230- 260     6531
2s2_2p2(3Pe)8f_2Do     -2s2_2p2(3Pe)9d_2Pe         1.1384E-01  2.4601E+05   71704.165     238- 260     6611
2s2_2p2(3Pe)9p_2So     -2s2_2p2(3Pe)9d_2Pe         2.3069E+00  2.6537E+05   1.390E+05     252- 260     6713
2s2_2p2(3Pe)9p_2Do     -2s2_2p2(3Pe)9d_2Pe         1.0376E-04  3.3132E+01   1.865E+05     255- 260     6730
2s2_2p2(3Pe)9p_2Po     -2s2_2p2(3Pe)9d_2Pe         8.4621E-01  1.2386E+05   2.134E+05     257- 260     6742
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)9d_4Pe         9.5918E-03  1.6453E+08     360.025       1- 261       73
2s2_2p2(3Pe)3p_4Do[1/2]-2s2_2p2(3Pe)9d_4Pe         4.7776E-05  2.6795E+04    1407.902      18- 261      925
2s2_2p2(3Pe)3p_4Do[3/2]-2s2_2p2(3Pe)9d_4Pe         4.7776E-05  5.3506E+04    1409.004      19- 261      985
2s2_2p2(3Pe)3p_4Do[5/2]-2s2_2p2(3Pe)9d_4Pe         4.7776E-05  8.0053E+04    1410.824      20- 261     1043
2s2_2p2(3Pe)3p_4Do[7/2]-2s2_2p2(3Pe)9d_4Pe         4.7776E-05  1.0636E+05    1413.309      23- 261     1188
2s2_2p2(3Pe)3p_4Po[1/2]-2s2_2p2(3Pe)9d_4Pe         1.0806E-04  5.7880E+04    1440.667      24- 261     1227
2s2_2p2(3Pe)3p_4Po[3/2]-2s2_2p2(3Pe)9d_4Pe         1.0806E-04  1.1561E+05    1441.625      25- 261     1272
2s2_2p2(3Pe)3p_4Po[5/2]-2s2_2p2(3Pe)9d_4Pe         1.0806E-04  1.7295E+05    1443.539      26- 261     1312
2s2_2p2(3Pe)3p_4So[3/2]-2s2_2p2(3Pe)9d_4Pe         1.1294E-03  1.0805E+06    1524.471      29- 261     1476
2s2_2p2(3Pe)4p_4Do[1/2]-2s2_2p2(3Pe)9d_4Pe         3.2821E-05  3.7340E+03    3125.066      65- 261     2873
2s2_2p2(3Pe)4p_4Do[3/2]-2s2_2p2(3Pe)9d_4Pe         3.2821E-05  7.4454E+03    3129.795      66- 261     2924
2s2_2p2(3Pe)4p_4Do[5/2]-2s2_2p2(3Pe)9d_4Pe         3.2821E-05  1.1108E+04    3138.296      67- 261     2975
2s2_2p2(3Pe)4p_4Do[7/2]-2s2_2p2(3Pe)9d_4Pe         3.2821E-05  1.4693E+04    3150.766      68- 261     3018
2s2_2p2(3Pe)4p_4So[3/2]-2s2_2p2(3Pe)9d_4Pe         2.8534E-04  6.2818E+04    3177.054      69- 261     3043
2s2_2p2(3Pe)4p_4Po[1/2]-2s2_2p2(3Pe)9d_4Pe         2.5572E-07  2.8098E+01    3179.911      70- 261     3066
2s2_2p2(3Pe)4p_4Po[5/2]-2s2_2p2(3Pe)9d_4Pe         2.5572E-07  8.3568E+01    3193.680      71- 261     3093
2s2_2p2(3Pe)4p_4Po[3/2]-2s2_2p2(3Pe)9d_4Pe         2.5572E-07  5.5614E+01    3196.508      72- 261     3123
2s_2p3(5So)3s_4So[3/2] -2s2_2p2(3Pe)9d_4Pe         1.8275E-02  2.1080E+06    4389.186      94- 261     3855
2s2_2p2(3Pe)4f_4Do     -2s2_2p2(3Pe)9d_4Pe         1.8083E-04  9.9842E+04    4485.930     103- 261     4135
2s2_2p2(3Pe)5p_4Do[1/2]-2s2_2p2(3Pe)9d_4Pe         3.4864E-05  1.1000E+03    5934.322     120- 261     4600
2s2_2p2(3Pe)5p_4Do[3/2]-2s2_2p2(3Pe)9d_4Pe         3.4864E-05  2.1878E+03    5950.805     121- 261     4633
2s2_2p2(3Pe)5p_4Do[5/2]-2s2_2p2(3Pe)9d_4Pe         3.4864E-05  3.2484E+03    5981.213     122- 261     4665
2s2_2p2(3Pe)5p_4Do[7/2]-2s2_2p2(3Pe)9d_4Pe         3.4864E-05  4.2607E+03    6030.484     123- 261     4695
2s2_2p2(3Pe)5p_4Po[1/2]-2s2_2p2(3Pe)9d_4Pe         1.7072E-04  5.1946E+03    6042.834     124- 261     4716
2s2_2p2(3Pe)5p_4Po[3/2]-2s2_2p2(3Pe)9d_4Pe         1.7072E-04  1.0330E+04    6059.984     125- 261     4737
2s2_2p2(3Pe)5p_4Po[5/2]-2s2_2p2(3Pe)9d_4Pe         1.7072E-04  1.5318E+04    6094.983     126- 261     4757
2s2_2p2(3Pe)5p_4So[3/2]-2s2_2p2(3Pe)9d_4Pe         8.0423E-03  4.6563E+05    6195.280     127- 261     4773
2s2_2p2(3Pe)5f_4Do     -2s2_2p2(3Pe)9d_4Pe         9.1673E-04  1.5329E+05    8151.660     138- 261     5059
2s2_2p2(3Pe)6p_4Do     -2s2_2p2(3Pe)9d_4Pe         3.9691E-05  3.9324E+03   10589.949     164- 261     5568
2s2_2p2(3Pe)6p_4Po     -2s2_2p2(3Pe)9d_4Pe         1.0494E-03  6.0821E+04   10724.999     165- 261     5586
2s2_2p2(3Pe)6p_4So     -2s2_2p2(3Pe)9d_4Pe         3.0474E-03  5.1260E+04   11493.912     166- 261     5597
2s2_2p2(3Pe)6f_4Do     -2s2_2p2(3Pe)9d_4Pe         3.4554E-03  1.7878E+05   14654.233     174- 261     5762
2s2_2p2(3Pe)7p_4Do     -2s2_2p2(3Pe)9d_4Pe         4.5031E-05  1.3277E+03   19412.854     190- 261     6024
2s2_2p2(3Pe)7p_4Po     -2s2_2p2(3Pe)9d_4Pe         4.8020E-03  8.2604E+04   19686.274     191- 261     6039
2s2_2p2(3Pe)7p_4So     -2s2_2p2(3Pe)9d_4Pe         5.2637E-04  2.6226E+03   21119.070     193- 261     6071
2s2_2p2(3Pe)7f_4Do     -2s2_2p2(3Pe)9d_4Pe         1.3902E-02  1.9412E+05   28208.794     200- 261     6178
2s2_2p2(3Pe)8p_4Do     -2s2_2p2(3Pe)9d_4Pe         6.7496E-05  4.5896E+02   40423.028     220- 261     6430
2s2_2p2(3Pe)8p_4Po     -2s2_2p2(3Pe)9d_4Pe         2.8711E-02  1.1279E+05   41194.903     221- 261     6441
2s2_2p2(3Pe)8p_4So     -2s2_2p2(3Pe)9d_4Pe         5.2637E-03  5.7329E+03   45170.025     223- 261     6463
2s2_2p2(3Pe)8f_4Do     -2s2_2p2(3Pe)9d_4Pe         9.5199E-02  2.1262E+05   70532.037     237- 261     6601
2s2_2p2(3Pe)9p_4Do     -2s2_2p2(3Pe)9d_4Pe         1.5867E-05  8.4489E+00   1.445E+05     253- 261     6718
2s2_2p2(3Pe)9p_4Po     -2s2_2p2(3Pe)9d_4Pe         9.4864E-01  2.7635E+05   1.513E+05     254- 261     6726
2s2_2p2(3Pe)9p_4So     -2s2_2p2(3Pe)9d_4Pe         2.1231E+00  1.2657E+05   1.931E+05     256- 261     6739
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9d_2Fe         5.7707E-03  1.0389E+08     398.481       2- 262      151
2s2_2p3_2Do[3/2]       -2s2_2p2(3Pe)9d_2Fe         5.7707E-03  6.9250E+07     398.513       3- 262      244
2s2_2p2(3Pe)3p_2Do[3/2]-2s2_2p2(3Pe)9d_2Fe         1.6907E-03  1.4138E+06    1509.631      27- 262     1372
2s2_2p2(3Pe)3p_2Do[5/2]-2s2_2p2(3Pe)9d_2Fe         1.6907E-03  2.1086E+06    1513.988      28- 262     1432
2s2_2p2(1De)3p_2Fo[5/2]-2s2_2p2(3Pe)9d_2Fe         3.5902E-05  2.4682E+04    2038.513      34- 262     1694
2s2_2p2(1De)3p_2Fo[7/2]-2s2_2p2(3Pe)9d_2Fe         3.5902E-05  3.2877E+04    2039.495      35- 262     1733
2s2_2p2(1De)3p_2Do[5/2]-2s2_2p2(3Pe)9d_2Fe         5.5058E-04  3.5986E+05    2090.669      36- 262     1786
2s2_2p2(1De)3p_2Do[3/2]-2s2_2p2(3Pe)9d_2Fe         5.5058E-04  2.3970E+05    2091.604      37- 262     1843
2s2_2p2(3Pe)4p_2Do[3/2]-2s2_2p2(3Pe)9d_2Fe         1.5007E-03  2.5318E+05    3360.015      73- 262     3172
2s2_2p2(3Pe)4p_2Do[5/2]-2s2_2p2(3Pe)9d_2Fe         1.5007E-03  3.7529E+05    3380.056      74- 262     3223
2s2_2p2(3Pe)4f_2Do     -2s2_2p2(3Pe)9d_2Fe         3.6972E-06  8.7517E+02    4485.119     104- 262     4174
2s2_2p2(3Pe)4f_2Go     -2s2_2p2(3Pe)9d_2Fe         2.2275E-04  9.4276E+04    4500.170     106- 262     4213
2s2_2p2(3Pe)4f_2Fo     -2s2_2p2(3Pe)9d_2Fe         3.0293E-05  9.7973E+03    4540.112     109- 262     4275
2s2_2p2(3Pe)5p_2Do[3/2]-2s2_2p2(3Pe)9d_2Fe         5.2043E-04  2.5597E+04    6223.106     128- 262     4802
2s2_2p2(3Pe)5p_2Do[5/2]-2s2_2p2(3Pe)9d_2Fe         5.2043E-04  3.7581E+04    6290.136     129- 262     4835
2s2_2p2(3Pe)5f_2Do     -2s2_2p2(3Pe)9d_2Fe         1.0376E-05  7.4416E+02    8148.313     139- 262     5090
2s2_2p2(3Pe)5f_2Go     -2s2_2p2(3Pe)9d_2Fe         1.1193E-03  1.4353E+05    8175.838     141- 262     5127
2s2_2p2(3Pe)5f_2Fo     -2s2_2p2(3Pe)9d_2Fe         1.3312E-04  1.3052E+04    8245.810     147- 262     5255
2s2_2p2(1De)4p_2Fo[5/2]-2s2_2p2(3Pe)9d_2Fe         1.0655E-03  3.8097E+04    8939.112     149- 262     5305
2s2_2p2(1De)4p_2Fo[7/2]-2s2_2p2(3Pe)9d_2Fe         1.0655E-03  5.0718E+04    8945.991     150- 262     5328
2s2_2p2(1De)4p_2Do[3/2]-2s2_2p2(3Pe)9d_2Fe         6.0647E-04  1.4341E+04    8974.895     151- 262     5357
2s2_2p2(1De)4p_2Do[5/2]-2s2_2p2(3Pe)9d_2Fe         6.0647E-04  2.1449E+04    8988.015     152- 262     5386
2s2_2p2(3Pe)6p_2Do     -2s2_2p2(3Pe)9d_2Fe         4.2814E-04  1.5289E+04   11547.408     167- 262     5620
2s2_2p2(3Pe)6f_2Do     -2s2_2p2(3Pe)9d_2Fe         3.7677E-05  8.3670E+02   14643.422     175- 262     5787
2s2_2p2(3Pe)6f_2Go     -2s2_2p2(3Pe)9d_2Fe         4.1975E-03  1.6660E+05   14695.465     177- 262     5818
2s2_2p2(3Pe)6h_2Go     -2s2_2p2(3Pe)9d_2Fe         1.7238E-05  6.7791E+02   14763.236     181- 262     5894
2s2_2p2(3Pe)6f_2Fo     -2s2_2p2(3Pe)9d_2Fe         5.5047E-04  1.6697E+04   14824.988     186- 262     5962
2s2_2p2(3Pe)7p_2Do     -2s2_2p2(3Pe)9d_2Fe         4.4527E-04  4.8863E+03   20830.920     192- 262     6058
2s2_2p2(3Pe)7f_2Do     -2s2_2p2(3Pe)9d_2Fe         1.7025E-04  1.0217E+03   28168.759     201- 262     6198
2s2_2p2(3Pe)7f_2Go     -2s2_2p2(3Pe)9d_2Fe         1.7014E-02  1.8223E+05   28289.207     204- 262     6238
2s2_2p2(3Pe)7h_2Go     -2s2_2p2(3Pe)9d_2Fe         1.7965E-04  1.9023E+03   28451.416     208- 262     6291
2s2_2p2(3Pe)7f_2Fo     -2s2_2p2(3Pe)9d_2Fe         2.1875E-03  1.7851E+04   28582.526     212- 262     6333
2s2_2p2(3Pe)8p_2Do     -2s2_2p2(3Pe)9d_2Fe         2.0349E-02  4.9944E+04   44047.296     222- 262     6453
2s2_2p2(1De)4f_2Go     -2s2_2p2(3Pe)9d_2Fe         4.1639E-04  1.6196E+03   46943.493     226- 262     6492
2s2_2p2(1De)4f_2Fo     -2s2_2p2(3Pe)9d_2Fe         1.6910E-04  4.9334E+02   47802.764     227- 262     6502
2s2_2p2(1De)4f_2Do     -2s2_2p2(3Pe)9d_2Fe         1.1384E-04  1.9808E+02   52313.402     228- 262     6516
